Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Zhang, GW; Pan, Y; Zhang, LM",,,,"Zhang, Gaowei; Pan, Yue; Zhang, Limao",,,Deep learning for detecting building facade elements from images considering prior knowledge,AUTOMATION IN CONSTRUCTION,,,,Article,,,,,,Facade elements detection; Deep learning; Semantic segmentation; Objective function,,"Building facades elements detection plays a key point role in facade defects detection and street scene recon-struction tasks for sustainable city development. Although the artificial intelligence technology has made a breakthrough in image segmentation, it is nontrivial to directly apply standard deep learning approaches for building facade element detection. The main reason is that the existing semantic segmentation networks have a bad performance in predicting highly regularized shapes. This research develops a hieratical deep learning framework with a symmetric loss function to automatically detect building facade elements from images. The new framework contains two types of attention modules, namely, the spatial attention module, and the channel attention module. A new loss function is designed to integrate prior engineering knowledge, which can be used to force the detection of facade elements (e.g., windows, doors, concrete walls, and sunshades) to have a highly proportionate shape. The effectiveness of the developed approach is demonstrated in two public datasets. Experimental results indicate that the developed deep learning framework with a new loss function outperforms state-of-the-art models significantly, where the achieved a Mean Intersection over Union (IoU) on the Ecole Centrale Paris(ECP) dataset (81.9%) brings an improvement of 11.3% over Fully Convolutional Network (FCN) and 4.0% over Deepfacade, respectively, and the achieved a Mean IoU on the ArtDeco dataset (85.6%) yields an improvement of 11.4% over FCN and 5.8% over Deepfacade, respectively. Moreover, the developed approach is more practical and effective to detect regularized facade elements, where the detection of the wall components has an IoU of 93.6% on the ECP dataset and 88.6% on the ArtDeco dataset, respectively. Overall, the contribution from the technical aspect is to develop a hieratical deep learning framework consisting of attention modules together with the newly designed loss function and the prior engineering knowledge. The contribution from the practical aspect is to realize the automatic and accurate detection for various building facade elements in complex environments, which can be potentially helpful for the infrastructure monitoring and maintenance operation.","[Zhang, Gaowei; Pan, Yue; Zhang, Limao] Nanyang Technol Univ, Sch Civil & Environm Engn, 50 Nanyang Ave, Singapore 639798, Singapore; [Pan, Yue] Shanghai Jiao Tong Univ, Dept Civil Engn, Shanghai Key Lab Digital Maintenance Bldg & Infra, 800 Dongchuan Rd, Shanghai 200240, Peoples R China",Nanyang Technological University & National Institute of Education (NIE) Singapore; Nanyang Technological University; Shanghai Jiao Tong University,"Zhang, LM (corresponding author), Nanyang Technol Univ, Sch Civil & Environm Engn, 50 Nanyang Ave, Singapore 639798, Singapore.",gwzhang@ntu.edu.sg; panyue001@sjtu.edu.cn; limao.zhang@ntu.edu.sg,,,,,,,,24,26,,,,,,,,,,,JAN,2022,133,,,,,,,,104016,10.1016/j.autcon.2021.104016,http://dx.doi.org/10.1016/j.autcon.2021.104016,,,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000787885200001,View Full Record in Web of Science
J,"Lu, YJ; Wei, W; Li, PX; Zhong, T; Nong, YJ; Shi, X",,,,"Lu, Yujie; Wei, Wei; Li, Peixian; Zhong, Tao; Nong, Yuanjun; Shi, Xing",,,A deep learning method for building facade parsing utilizing improved SOLOv2 instance segmentation,ENERGY AND BUILDINGS,,,,Article,,,,,,Building facade; Deep learning; Energy consumption; Feature parsing; Instance segmentation; Window -to -wall ratio (WWR),DESIGN; OPTIMIZATION,"Energy consumption simulation and renovation of existing buildings require accurate acquisition of building facade features which mostly relies on time-consuming manual calculations based on architectural drawings. In this article, we proposed an automated deep learning-based approach based on the SE module and BiFPN to achieve precise and efficient facade feature extraction. The approach eliminated the image distortion of building facades and then enabled accurate segmentation of windows and accessory structures even under the situation of occlusion and reflection. The improved SOLOv2 algorithm resulted in a high mean average precision of 93% for window segmentation, leading to a more precise window-to-wall ratio estimation with a mean absolute error of 2.9% than the experts' estimation and existing deep learning-based methods. Considering the accurate results of facade parsing, our method can be utilized for city-level building feature extraction, providing theoretical and practical references for urban building energy simulation, urban renewal, and building health examination.","[Lu, Yujie; Wei, Wei; Zhong, Tao; Nong, Yuanjun] Tongji Univ, Coll Civil Engn, Shanghai 200092, Peoples R China; [Lu, Yujie] Tongji Univ, Key Lab Performance Evolut & Control Engn Struct, Minist Educ, Shanghai 200092, Peoples R China; [Li, Peixian; Shi, Xing] Tongji Univ, Coll Architecture & Urban Planning, Shanghai 200092, Peoples R China; [Li, Peixian; Shi, Xing] Minist Educ, Key Lab Ecol Energy Saving Study Dense Habitat, Shanghai 200092, Peoples R China; [Li, Peixian] Tongji Univ, Coll Architecture & Urban Planning, 1239 Si Ping Rd, Shanghai 200092, Peoples R China",Tongji University; Tongji University; Tongji University; Tongji University,"Li, PX (corresponding author), Tongji Univ, Coll Architecture & Urban Planning, 1239 Si Ping Rd, Shanghai 200092, Peoples R China.",lipx@tongji.edu.cn,,,,,,,,0,0,,,,,,,,,,,SEP 15,2023,295,,,,,,,,113275,10.1016/j.enbuild.2023.113275,http://dx.doi.org/10.1016/j.enbuild.2023.113275,,JUN 2023,,"Construction & Building Technology; Energy & Fuels; Engineering, Civil",,,,,,,,2024-01-16,WOS:001034671300001,View Full Record in Web of Science
J,"Maskeliunas, R; Katkevicius, A; Plonis, D; Sledevic, T; Meskenas, A; Damasevicius, R",,,,"Maskeliunas, Rytis; Katkevicius, Andrius; Plonis, Darius; Sledevic, Tomyslav; Meskenas, Adas; Damasevicius, Robertas",,,Building Facade Style Classification from UAV Imagery Using a Pareto-Optimized Deep Learning Network,ELECTRONICS,,,,Article,,,,,,Pareto; optimization; deep learning; building segmentation; building facade recognition; drones,SYSTEM; SEGMENTATION; INSPECTION; DESIGN,"The article focuses on utilizing unmanned aerial vehicles (UAV) to capture and classify building facades of various forms of cultural sites and structures. We propose a Pareto-optimized deep learning algorithm for building detection and classification in a congested urban environment. Outdoor image processing becomes difficult in typical European metropolitan situations due to dynamically changing weather conditions as well as various objects obscuring perspectives (wires, overhangs, posts, other building parts, etc.), therefore, we also investigated the influence of such ambient noise. The approach was tested on 8768 UAV photographs shot at different angles and aimed at very different 611 buildings in the city of Vilnius (Wilno). The total accuracy was 98.41% in clear view settings, 88.11% in rain, and 82.95% when the picture was partially blocked by other objects and in the shadows. The algorithm's robustness was also tested on the Harward UAV dataset containing images of buildings taken from above (roofs) while our approach was trained using images taken at an angle (facade still visible). Our approach was still able to achieve acceptable 88.6% accuracy in building detection, yet the network showed lower accuracy when assigning the correct facade class as images lacked necessary facade information.","[Maskeliunas, Rytis] Kaunas Univ Technol, Dept Multimedia Engn, LT-51423 Kaunas, Lithuania; [Katkevicius, Andrius; Plonis, Darius; Sledevic, Tomyslav] Vilnius Gediminas Tech Univ, Dept Elect Syst, LT-03227 Vilnius, Lithuania; [Meskenas, Adas] Vilnius Gediminas Tech Univ, Dept Reinforced Concrete Struct & Geotech, LT-10223 Vilnius, Lithuania; [Damasevicius, Robertas] Silesian Tech Univ, Dept Appl Math, PL-44100 Gliwice, Poland",Kaunas University of Technology; Vilnius Gediminas Technical University; Vilnius Gediminas Technical University; Silesian University of Technology,"Maskeliunas, R (corresponding author), Kaunas Univ Technol, Dept Multimedia Engn, LT-51423 Kaunas, Lithuania.",rytis.maskeliunas@ktu.lt,,,,,,,,3,3,,,,,,,,,,,NOV,2022,11,21,,,,,,,3450,10.3390/electronics11213450,http://dx.doi.org/10.3390/electronics11213450,,,,"Computer Science, Information Systems; Engineering, Electrical & Electronic; Physics, Applied",,,,,,,,2024-01-16,WOS:000883903500001,View Full Record in Web of Science
J,"Chen, KW; Reichard, G; Xu, X; Akanmu, A",,,,"Chen, Kaiwen; Reichard, Georg; Xu, Xin; Akanmu, Abiola",,,Automated crack segmentation in close-range building facade inspection images using deep learning techniques,JOURNAL OF BUILDING ENGINEERING,,,,Article,,,,,,Facade cracks; UAV-Images; CNN; UNet; Classification; Segmentation,UAV,"Nowadays, unmanned aerial vehicles (UAVs) are frequently used for periodic visual inspection of building envelopes to detect unsafe conditions or vulnerable damages. Inspection practitioners have to manually examine the large amounts of high-resolution images collected by UAVs to identify anomalies or damages on building facades for reporting and repairs. The computer vision and deep learning technologies have emerged as promising solutions to automate the image-based inspection process. However, for the detection of facade cracks from UAV-captured images, existing deep learning solutions may not perform well due to the complicated background noises caused by different facade components and materials. Towards that end, this paper proposed a two-step deep learning method for the automated detection of facade cracks from UAV-captured images. In the first step, a convolutional neural network (CNN) model was designed and trained on 26,177 images to classify images in a patch-level size of 128 x 128 pixels into crack or non-crack. In the second step, a U-Net neural network model was trained on 2870 image sets to segment crack pixels within those patches classified as cracks. Experimental results show a high performance of 94% and 96% precision, 94% and 95% recall, and 94% and 96% F1-scores was achieved by the CNN model and the U-Net model respectively. The experimental results proved that the twostep method can improve the reliability and efficiency of detecting and differentiating facade cracks from complicated facade noises. The proposed method can also be extended to detect other types of facade anomalies (e.g., corrosion and joint failures), thus facilitating a comprehensive assessment of facade conditions for better decision-making for the maintenance of building facades during its service life.","[Chen, Kaiwen] Univ Alabama, Dept Civil Construct & Environm Engn, 401 7th Ave, Tuscaloosa, AL 35487 USA; [Reichard, Georg; Akanmu, Abiola] Virginia Polytech Inst & State Univ, Dept Bldg Construct, 1365 Perry St, Blacksburg, VA 24061 USA; [Xu, Xin] Purdue Univ, Lyles Sch Civil Engn, 550 Stadium Mall Dr, W Lafayette, IN 47906 USA",University of Alabama System; University of Alabama Tuscaloosa; Virginia Polytechnic Institute & State University; Purdue University System; Purdue University; Purdue University West Lafayette Campus,"Chen, KW (corresponding author), Univ Alabama, Dept Civil Construct & Environm Engn, 401 7th Ave, Tuscaloosa, AL 35487 USA.",kaiwen.chen@ua.edu; reichard@vt.edu; xu942@purdue.edu; abiola@vt.edu,,,,,,,,37,37,,,,,,,,,,,NOV,2021,43,,,,,,,,102913,10.1016/j.jobe.2021.102913,http://dx.doi.org/10.1016/j.jobe.2021.102913,,JUL 2021,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000701626700004,View Full Record in Web of Science
J,"Chen, KW; Reichard, G; Xu, X; Akanmu, A",,,,"Chen, Kaiwen; Reichard, Georg; Xu, Xin; Akanmu, Abiola",,,GIS-Based Information System for Automated Building Façade Assessment Based on Unmanned Aerial Vehicles and Artificial Intelligence,JOURNAL OF ARCHITECTURAL ENGINEERING,,,,Article,,,,,,,STATISTICAL-SURVEY; INSPECTION; UAV; DIAGNOSIS; FACADES; ETICS,"Unmanned aerial vehicles (UAVs) have recently become popular in building facade inspections to maintain a safe and well-performed built environment. A camera-equipped UAV system can capture numerous high-resolution facade images for close-up visual inspections. However, in several cases, the multispectrum and spatiotemporal data collected by UAVs are not systematically documented and utilized, which obstructs the automation in the identification, localization, assessment, and tracking of facade anomalies. This paper develops an integrated, computational GIS-based information system to provide automated storage, retrieval, detection, assessment, and documentation of facade anomalies based on UAV-captured data. The developed system creates user-friendly access to diverse professional imagery analysis tools from external artificial intelligence (AI) algorithms. A real-world case was studied to present the procedure and advances in the management and analysis of multisourced inspection data to automate UAV-based facade diagnosis. As a result, the proposed method facilitates the seamless fusion, processing, visualization, and documentation of multimodal inspection data, resulting in convenient analysis with discrepancies measured in decimeters for length, millimeters for width, and centimeters for geoposition. This contributes to the understanding of facade conditions and decision-making of timely maintenance throughout a building's service lifecycle.","[Chen, Kaiwen] Univ Alabama, Dept Civil Construct & Environm Engn, Tuscaloosa, AL 35487 USA; [Reichard, Georg] Virginia Polytech Inst & State Univ, Dept Bldg Construct, Blacksburg, VA 24061 USA; [Xu, Xin] Hohai Univ, Dept Engn Econ & Engn Management, Nanjing 211100, Jiangsu, Peoples R China; [Akanmu, Abiola] Virginia Polytech Inst & State Univ, Myers Lawson Sch Construct, Blacksburg, VA 24061 USA",University of Alabama System; University of Alabama Tuscaloosa; Virginia Polytechnic Institute & State University; Hohai University; Virginia Polytechnic Institute & State University,"Chen, KW (corresponding author), Univ Alabama, Dept Civil Construct & Environm Engn, Tuscaloosa, AL 35487 USA.",kaiwen.chen@ua.edu; reichard@vt.edu; xuxin@hhu.edu.cn; abiola@vt.edu,,,,,,,,0,0,,,,,,,,,,,DEC 1,2023,29,4,,,,,,,4023032,10.1061/JAEIED.AEENG-1635,http://dx.doi.org/10.1061/JAEIED.AEENG-1635,,,,Construction & Building Technology,,,,,,,,2024-01-16,WOS:001085106200015,View Full Record in Web of Science
J,"Xu, S; Tang, HD; Wang, XR; Wang, D",,,,"Xu, Shan; Tang, Huadu; Wang, Xinran; Wang, Ding",,,Assessment of geometric parameters of segmented crack on concrete building facade using deep learning,STRUCTURES,,,,Article,,,,,,Convolutional neural network; Connected domain; Crack detection; Hierarchical analysis; Damage severity evaluation,DAMAGE,"Crack damage evaluation is a crucial index in building repair and maintenance for assessing the health of buildings. This study propose a framework for crack segmentation and damage evaluation to provide a rapid and accurate crack evaluation in practical applications. The framework consists of four steps: data set collection, training of the crack segmentation model, indicator establishment, and damage severity evaluation. Deeplabv3 + is used for crack segmentation. And different indicators are established based on connected domain analysis. To determine the severity of the crack, we establish a damage factor through hierarchical analysis. Field experiments are carried out on real buildings to assess crack damage and verify the method's feasibility and effectiveness. Our proposed method provides a fast and reliable way to evaluate cracks in buildings, which has a high potential for practical application.","[Xu, Shan; Tang, Huadu; Wang, Xinran; Wang, Ding] Yanshan Univ, Sch Civil Engn & Mech, Qinhuangdao 066004, Peoples R China; [Xu, Shan; Wang, Ding] Yanshan Univ, Key Lab Green Construct & Intelligent Maintenance, Qinhuangdao 066004, Peoples R China",Yanshan University; Yanshan University,"Wang, D (corresponding author), Yanshan Univ, Sch Civil Engn & Mech, Qinhuangdao 066004, Peoples R China.;Wang, D (corresponding author), Yanshan Univ, Key Lab Green Construct & Intelligent Maintenance, Qinhuangdao 066004, Peoples R China.",wangding@ysu.edu.cn,,,,,,,,0,0,,,,,,,,,,,NOV,2023,57,,,,,,,,105188,10.1016/j.istruc.2023.105188,http://dx.doi.org/10.1016/j.istruc.2023.105188,,SEP 2023,,"Engineering, Civil",,,,,,,,2024-01-16,WOS:001081094400001,View Full Record in Web of Science
J,"Kouzehgar, M; Tamilselvam, YK; Heredia, MV; Elara, MR",,,,"Kouzehgar, Maryam; Tamilselvam, Yokhesh Krishnasamy; Heredia, Manuel Vega; Elara, Mohan Rajesh",,,Self-reconfigurable facade-cleaning robot equipped with deep-learning-based crack detection based on convolutional neural networks,AUTOMATION IN CONSTRUCTION,,,,Article,,,,,,Self-reconfigurable robot; Facade-cleaning robot; Glass crack detection; Convolutional neural network (CNN); Deep learning; TensorFlow (TM); OpenCV; ROS; Adam optimizer; Adagrad optimizer,SUCTION CUPS; GLASS,"Despite advanced construction technologies that are unceasingly filling the city-skylines with glassy high-rise structures, maintenance of these shining tall monsters has remained a high-risk labor-intensive process. Thus, nowadays, utilizing fa ade-cleaning robots seems inevitable. However, in case of navigating on cracked glass, these robots may cause hazardous situations. Accordingly, it seems necessary to equip them with crack-detection system to eventually avoid cracked area. In this study, benefitting from convolutional neural networks developed in TensorFlow (TM), a deep-learning-based crack detection approach is introduced for a novel modular facade-cleaning robot. For experimental purposes, the robot is equipped with an on-board camera and the live video is loaded using OpenCV. The vision-based training process is fulfilled by applying two different optimizers utilizing a sufficiently generalized data-set. Data augmentation techniques and also image pre-processing also apply as a part of process. Simulation and experimental results show that the system can hit the milestone on crack-detection with an accuracy around 90%. This is satisfying enough to replace human-conducted on-site inspections. In addition, a thorough comparison between the performance of optimizers is put forward: Adam optimizer shows higher precision, while Adagrad serves more satisfying recall factor, however, Adam optimizer with the lowest false negative rate and highest accuracy has a better performance. Furthermore, proposed CNN's performance is compared to traditional NN and the results provide a remarkable difference in success level, proving the strength of CNN.","[Kouzehgar, Maryam; Heredia, Manuel Vega; Elara, Mohan Rajesh] Singapore Univ Technol & Design, Engn Prod & Dev Pillar, Singapore 487372, Singapore; [Tamilselvam, Yokhesh Krishnasamy] Univ Western Ontario, Elect Engn Dept Robot, London, ON N6A 3K7, Canada; [Heredia, Manuel Vega] Univ Occidente, Engn & Technol Dept, Campus Los Mochis, Sinaloa 81223, Mexico",Singapore University of Technology & Design; Western University (University of Western Ontario); Universidad de Occidente,"Kouzehgar, M (corresponding author), Singapore Univ Technol & Design, Engn Prod & Dev Pillar, Singapore 487372, Singapore.",maryam_kouzehgar@sutd.edu.sg; ykrishn4@uwo.ca; manuel_vega@sutd.edu.sg; rajeshelara@sutd.edu.sg,,,,,,,,50,52,,,,,,,,,,,DEC,2019,108,,,,,,,,102959,10.1016/j.autcon.2019.102959,http://dx.doi.org/10.1016/j.autcon.2019.102959,,,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000500381900001,View Full Record in Web of Science
C,"Yu, Q; Malaeb, J; Ma, WJ",,,IEEE,"Yu, Qiu; Malaeb, Jamal; Ma, Wenjun",,,Architectural Facade Recognition and Generation through Generative Adversarial Networks,2020 INTERNATIONAL CONFERENCE ON BIG DATA & ARTIFICIAL INTELLIGENCE & SOFTWARE ENGINEERING (ICBASE 2020),,,,Proceedings Paper,International Conference on Big Data and Artificial Intelligence and Software Engineering (ICBASE),"OCT 23-25, 2020","Chengdu, PEOPLES R CHINA",,,facade; GAN; image recognition; image generation,,"With the development of artificial intelligence technology, the ideas of machine learning have been introduced into the field of design in recent years. The research methods of AI + Architecture have brought new ideas for solving traditional problems. Generative Adversarial Network (GAN) is a machine learning model for image generation. Pix2pix is an improved version of GAN, which is specially designed to learn and generate pairs of image data with similar characteristics. In this study, Pix2pix is applied to the recognition and generation of building facade. The purpose is to explore the feasibility of using image generation technology to achieve rapid recognition and generation of building facade based on pix2pix. This paper also discusses the application scenarios of this technology. The existing building facade datasets and the self-made Chinese traditional building datasets are used to test and verify that pix2pix under different types of datasets can nicely identify and generate facade images. Then we summarize a set of working methods based on GAN to realize the overall or local reconstruction design of the facade, so as to provide new ideas for the improvement of the efficiency of related industries and the expansion of teaching tools.","[Yu, Qiu; Malaeb, Jamal; Ma, Wenjun] Shanghai Jiao Tong Univ, Sch Design, Dept Architecture, Shanghai 200240, Peoples R China; [Ma, Wenjun] China Inst Urban Governance, Shanghai 200030, Peoples R China",Shanghai Jiao Tong University,"Ma, WJ (corresponding author), Shanghai Jiao Tong Univ, Sch Design, Dept Architecture, Shanghai 200240, Peoples R China.;Ma, WJ (corresponding author), China Inst Urban Governance, Shanghai 200030, Peoples R China.",mwj@sjtu.edu.cn,,,,,,,,5,6,,,,,,,,,,,,2020,,,,,,,310,316,,10.1109/ICBASE51474.2020.00072,http://dx.doi.org/10.1109/ICBASE51474.2020.00072,,,,"Computer Science, Artificial Intelligence; Computer Science, Software Engineering; Computer Science, Theory & Methods",,,,,,,,2024-01-16,WOS:000671885700066,View Full Record in Web of Science
C,"Chakraborty, S; Arya, V; Siva, SSS; Bakli, C",,,ACM,"Chakraborty, Souparna; Arya, Vinay; Shankar, Siva S. S.; Bakli, Chirodeep",,,"Optimization of Building Facade for Passive Thermal Management: A Machine Learning Based Simulation Study for Kolkata, India","PROCEEDINGS OF THE 2022 THE 9TH ACM INTERNATIONAL CONFERENCE ON SYSTEMS FOR ENERGY-EFFICIENT BUILDINGS, CITIES, AND TRANSPORTATION, BUILDSYS 2022",,,,Proceedings Paper,"9th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation (BuildSys)","NOV 09-10, 2022","Boston, MA",,,Energy Efficiency; Building Facade Design; Simulation; Optimization; Machine Learning,,"With an ever-increasing population, there is a sharp increase in the demand for residential areas. This has resulted in high-rise residential towers with building facades having balconies that not only serve utilitarian and aesthetic purposes but also provide air circulation and ventilation. Hence balconies become an important passive component to control the heat gain by the building. This paper investigates the effect of the geometry of the balcony and the material used for construction on the heat gain by the internal space, optimizing the cooling load. This study gauges the effect of various designs of building facades in terms of balcony geometry and material using Energy Plus and MATLAB-based neural network modeling. We use a surrogate model to predict simulation results and run various material properties to find the optimum material properties and the geometry of the balcony. We assume the balcony area to be fixed and find an optimum design using surrogate modeling. The results of this research can significantly reduce the energy consumption of high-rise buildings by keeping them cool.","[Chakraborty, Souparna; Arya, Vinay; Shankar, Siva S. S.; Bakli, Chirodeep] Indian Inst Technol Kharagpur, Sch Energy Sci & Engn, Kharagpur 721302, W Bengal, India",Indian Institute of Technology System (IIT System); Indian Institute of Technology (IIT) - Kharagpur,"Chakraborty, S (corresponding author), Indian Inst Technol Kharagpur, Sch Energy Sci & Engn, Kharagpur 721302, W Bengal, India.",chakrabortysouparna@gmail.com; vinayarya29@gmail.com; sivashankarnec@gmail.com; chirodeep@iitkgp.ac.in,,,,,,,,0,0,,,,,,,,,,,,2022,,,,,,,413,418,,10.1145/3563357.3566139,http://dx.doi.org/10.1145/3563357.3566139,,,,Construction & Building Technology,,,,,,,,2024-01-16,WOS:001066191100071,View Full Record in Web of Science
J,"Tsay, YS; Yeh, CY; Chen, YH; Lu, MC; Lin, YC",,,,"Tsay, Yaw-Shyan; Yeh, Chiu-Yu; Chen, Yu-Han; Lu, Mei-Chen; Lin, Yu-Chen",,,A Machine Learning-Based Prediction Model of LCCO2 for Building Envelope Renovation in Taiwan,SUSTAINABILITY,,,,Article,,,,,,life-cycle CO2; energy consumption; building envelope renovation; row houses; machine learning; supervised learning,ENERGY PERFORMANCE; SUSTAINABILITY; EMISSIONS; DESIGN,"In 2015, Taiwan's government announced the Greenhouse Gas Reduction and Management Act, the goal of which was a 50% reduction in carbon emissions by 2050, compared with 2005. The residential and commercial sectors produce approximately one third of all carbon emissions in Taiwan, and the number of construction renovation projects is much larger than that of new construction projects. In this paper, we considered the life-cycle CO2 (LCCO2) of a building envelope renovation project in Tainan and focused on local construction methods for typical row houses. The LCCO2 of 744 cases with various climate zones, orientations, and insulation and glazing types was calculated via EnergyPlus, SimaPro, and a local database (LCBA database), and the results were then used to develop a machine learning model. Our findings showed that the machine learning model was capable of predicting annual energy consumption and LCCO2. With regard to annual energy consumption, the RMSE was 227.09 kW center dot h (per year) and the R-2 was 0.992. For LCCO2, the RMSE was 2792.47 kgCO(2)eq and the R-2 was 0.989, which indicates a high-confidence process for decision making in the early stages of building design and renovation.","[Tsay, Yaw-Shyan; Yeh, Chiu-Yu; Chen, Yu-Han; Lu, Mei-Chen; Lin, Yu-Chen] Natl Cheng Kung Univ, Dept Architecture, Tainan 701, Taiwan",National Cheng Kung University,"Tsay, YS (corresponding author), Natl Cheng Kung Univ, Dept Architecture, Tainan 701, Taiwan.",tsayys@mail.ncku.edu.tw; vvv590@gmail.com; b10333225@gmail.com; mei101546@gmail.com; big21832524@gmail.com,,,,,,,,5,5,,,,,,,,,,,AUG,2021,13,15,,,,,,,8209,10.3390/su13158209,http://dx.doi.org/10.3390/su13158209,,,,Green & Sustainable Science & Technology; Environmental Sciences; Environmental Studies,,,,,,,,2024-01-16,WOS:000682321700001,View Full Record in Web of Science
J,"Zhai, YJ; Gong, RY; Huo, JZ; Fan, BB",,,,"Zhai, Yujia; Gong, Ruoyu; Huo, Junzi; Fan, Binbin",,,"Building Facade Color Distribution, Color Harmony and Diversity in Relation to Street Functions: Using Street View Images and Deep Learning",ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,,,,Article,,,,,,building facade color; street function; color harmony; color diversity; deep learning,PLAN,"Building facade colors play an important role in influencing urban imageability, attraction and citizens' experience. However, the relations between street functions and the building facade color distribution, color harmony and color diversity have not been thoroughly examined. We obtained the dominant colors of building facades in Changning District, Shanghai, utilizing Baidu street view images, image semantic segmentation technology and the K-means algorithm. The variations in building facades' dominant colors, color harmony and diversity across different types of functional streets were examined through logistic regression and ANOVA analyses. The results indicate that, compared to industrial streets, red hues are more common in science education streets, residential streets and mixed functional streets. Business streets are more likely to have hues of green, red and red-purple. Residential streets' saturation is overall higher than that of industrial streets. In business streets, the medium-high value occurs less frequently than other streets. Moreover, we found that the street building facade colors in industrial streets were more harmonious and less diversified than that in other functional streets. This study has implications for urban color planning practices. Color harmony and color diversity should be well considered in future planning. The role of street functions should also be addressed in building facade color planning, to improve existing planning frameworks as well as related strategies.","[Zhai, Yujia; Gong, Ruoyu; Huo, Junzi; Fan, Binbin] Tongji Univ, Coll Architecture & Urban Planning, Shanghai 200092, Peoples R China",Tongji University,"Zhai, YJ (corresponding author), Tongji Univ, Coll Architecture & Urban Planning, Shanghai 200092, Peoples R China.",zhai@tongji.edu.cn,,,,,,,,1,1,,,,,,,,,,,JUN,2023,12,6,,,,,,,224,10.3390/ijgi12060224,http://dx.doi.org/10.3390/ijgi12060224,,,,"Computer Science, Information Systems; Geography, Physical; Remote Sensing",,,,,,,,2024-01-16,WOS:001014873300001,View Full Record in Web of Science
J,"Weerasinghe, NP; Yang, RJ; Wang, C",,,,"Weerasinghe, Nilmini Pradeepika; Yang, Rebecca Jing; Wang, Chen",,,Learning from success: A machine learning approach to guiding solar building envelope applications in non-domestic market,JOURNAL OF CLEANER PRODUCTION,,,,Article,,,,,,Building integrated photovoltaics (BIPV); Machine learning; Support vector machine; Decision-making; Solar building applications,INTEGRATED PHOTOVOLTAICS; PERFORMANCE; SYSTEMS; ENERGY,"Solar building envelopes, also known as Building Integrated PV (BIPV) show significant growth in Asia and Europe, although other regions such as Australia are still lagging. The decision to uptake BIPV is complex due to the heterogeneous interest of adopters and multi-dimensional features. Instead of redesigning BIPV in hypothetical buildings, we built a machine learning model using a database of real BIPV and building-attached PV (BAPV) applications, for the purpose of learning and predicting a BIPV adoption decision-making in nondomestic buildings in western countries. We used Australia as a case study to execute the support vector machine (SVM) prediction model. It was revealed that the combination of project determinants such as geographical conditions, equivalent building materials, interest rates and capital cost influenced the decision of BIPV. The prediction model provides pieces of information for stakeholders across the BIPV ecosystem to take their decision on investment, policymaking, and research directions. The current global industry transformation and innovations in technology are favourable to politically promoting and investing in BIPV. Such promotion and investment would help both expand the current market and reach the greenhouse targets.","[Wang, Chen] RMIT Univ, Sch Engieering, Melbourne, Australia; [Yang, Rebecca Jing] RMIT Univ, Sch Property Construct & Project Management, Melbourne, Australia; [Yang, Rebecca Jing] CSIRO, Software & Computat Syst Program SCS, Data61, Canberra, Australia",Royal Melbourne Institute of Technology (RMIT); Royal Melbourne Institute of Technology (RMIT); Commonwealth Scientific & Industrial Research Organisation (CSIRO),"Yang, RJ (corresponding author), RMIT Univ, Sch Property Construct & Project Management, Melbourne, Australia.",Nilmini.weerasinghe@rmit.edu.au; Rebecca.yang@rmit.edu.au; Chen.Wang@data61.csiro.au,,,,,,,,4,4,,,,,,,,,,,NOV 10,2022,374,,,,,,,,133997,10.1016/j.jclepro.2022.133997,http://dx.doi.org/10.1016/j.jclepro.2022.133997,,SEP 2022,,"Green & Sustainable Science & Technology; Engineering, Environmental; Environmental Sciences",,,,,,,,2024-01-16,WOS:000862711100005,View Full Record in Web of Science
