Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Rossi, C; Gil, P; Coral, W",,"Mora, AM; Squillero, G",,"Rossi, Claudio; Gil, Pablo; Coral, William",,,Evolutionary Training of Robotised Architectural Elements,"APPLICATIONS OF EVOLUTIONARY COMPUTATION, EVOAPPLICATIONS 2015",Lecture Notes in Computer Science,,,Proceedings Paper,18th European Conference on Applications of Evolutionary Computation (EvoApplications) as part of EvoSTAR Conference,"APR 08-10, 2015","Copenhagen, DENMARK",,,Evolutionary robotics; Embodied evolution; Intelligent buildings,DESIGN; NEUROEVOLUTION; OPTIMIZATION,"We present our work on the training of robotised architectural components of intelligent buildings, focusing on main architectural components and features such as facades, roofs and partitions. The parameters governing such components may be either quantitative (such as temperature, humidity, configuration of the elements) or qualitative (such as ergonomics and aesthetics), which cannot easily be described by mathematical parameters. Due to their complexity,it is often impossible -or at least impractical, to hardcode suitable controllers for such robotised structures. Thus, we propose the use of Artificial Intelligence learning techniques, concretely Evolutionary Algorithms, so that the user can teach the robotised components how to behave in response to changing environmental conditions or user preferences. This idea is tested on an intelligent rooftop with variable geometry, that learns optimal configurations with respect to ambient light during training sessions.","[Rossi, Claudio; Coral, William] Univ Politecn Madrid, Ctr Automat & Robot UPM CSIC, Madrid, Spain; [Gil, Pablo] Barlett Sch Architecture, London, England; [Gil, Pablo] Univ Europea Madrid, Madrid, Spain",Consejo Superior de Investigaciones Cientificas (CSIC); Universidad Politecnica de Madrid; CSIC-UPM - Centro de Automatica y Robotica; European University of Madrid,"Rossi, C (corresponding author), Univ Politecn Madrid, Ctr Automat & Robot UPM CSIC, Madrid, Spain.",claudio.rossi@upm.es,,,,,,,,1,1,,,,,,,,,,,,2015,9028,,,,,,819,830,,10.1007/978-3-319-16549-3_66,http://dx.doi.org/10.1007/978-3-319-16549-3_66,,,,"Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods",,,,,,,,2024-01-16,WOS:000895994400066,View Full Record in Web of Science
J,"Han, L; Fang, DW; Sun, S; Zhao, LX; Zheng, Q; Lan, JX; Wang, X",,,,"Han, Liu; Fang, Dewei; Sun, Shan; Zhao, Lixuan; Zheng, Qian; Lan, Jingxu; Wang, Xue",,,Exploring Pedestrian Satisfaction in Old and New Town: An Impact-Asymmetry Analysis,SUSTAINABILITY,,,,Article,,,,,,pedestrian environment; satisfaction; three-factor theory; gradient boosting decision trees; impact-asymmetry analysis,PHYSICAL-ACTIVITY; BUILT ENVIRONMENT; WALKABILITY; BEHAVIOR; DESIGN,"In the context of the global construction of low-carbon cities and residents' pursuit of healthy living, the improvement in the urban walking environment has gradually been emphasized in the field of planning and transportation research. Using Harbin, China, as an example, this paper combines gradient boosting decision trees (GBDTs) and impact-asymmetry analysis (IAA) methods to explore the differences in residents' preferences for the pedestrian environment needs in old and new urban areas, analyze the asymmetric relationship between walking environment factors and overall satisfaction, and provide a sound basis for the renewal and reconstruction of the walking environment in old urban areas and the improvement of the walking environment in new urban areas. The factors affecting the pedestrian environment in the old and new urban areas are similar and different, with the aesthetics and safety and the aesthetics and comfort of the pedestrian environment having a greater impact on the old and new urban areas, respectively. According to the results of the IAA, the old city should focus on improving green landscaping, street furniture, the uncivilized behavior of pedestrians, pavement encroachment, barrier-free facilities, and the speed of motor vehicles; the new city should focus on improving the building facade effect, the uncivilized behavior of pedestrians, and green landscaping.","[Han, Liu; Fang, Dewei; Zhao, Lixuan] Northeast Forestry Univ, Sch Landscape Architecture, Harbin 150040, Peoples R China; [Sun, Shan] Huazhong Univ Sci & Technol, Sch Architecture & Urban Planning, Wuhan 430074, Peoples R China; [Zheng, Qian] CAUPD Beijing Planning & Design Consultants Co Ltd, Hainan Branch, Haikou 570100, Peoples R China; [Lan, Jingxu] Northwest Elect Power Design Inst Co Ltd Inst, Xian 710075, Peoples R China; [Wang, Xue] Heilongjiang Prov Urban Planning Survey & Design I, Harbin 150040, Peoples R China",Northeast Forestry University - China; Huazhong University of Science & Technology,"Fang, DW (corresponding author), Northeast Forestry Univ, Sch Landscape Architecture, Harbin 150040, Peoples R China.",fdw@nefu.edu.cn,,,,,,,,0,0,,,,,,,,,,,FEB,2023,15,3,,,,,,,2414,10.3390/su15032414,http://dx.doi.org/10.3390/su15032414,,,,Green & Sustainable Science & Technology; Environmental Sciences; Environmental Studies,,,,,,,,2024-01-16,WOS:000930083500001,View Full Record in Web of Science
C,"Hensel, S; Goebbels, S; Kada, M",,"Sousa, AA; Havran, V; Braz, J; Bouatouch, K",,"Hensel, Simon; Goebbels, Steffen; Kada, Martin",,,LSTM Architectures for Facade Structure Completion,"GRAPP: PROCEEDINGS OF THE 16TH INTERNATIONAL JOINT CONFERENCE ON COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS - VOL. 1: GRAPP",,,,Proceedings Paper,"16th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (VISIGRAPP) / 16th International Conference on Computer Graphics Theory and Applications (GRAPP)","FEB 08-10, 2021",ELECTR NETWORK,,,Deep Learning; LSTM; Facade Reconstruction; Structure Completion,,"3D city models are often generated from oblique aerial images and photogrammetric point clouds. In contrast to roof surfaces, facades can not directly be reconstructed in a similar high level of quality from this data. Distortions of perspective might appear in images, due to the camera angle. Occlusions and shadowing occur as well. Objects, such as windows and doors, will have to be detected on such data if facades are to be reconstructed. Although one can use inpainting techniques to cover occluded areas, detection results are often incomplete and noisy. Formal grammars can then be used to align and add objects. However, it is difficult to find suitable rules for all types of buildings. We propose a post-processing approach based on neural networks to improve facade layouts. To this end, we applied existing Recurrent Neural Network architectures like Multi-Dimensional Long Short-term Memory Network and Quasi Recurrent Neural Network in a new context. We also propose a novel architecture, the Rotated Multi-Dimensional Long Short Term Memory. In order to deal with two-dimensional neighborhoods this architecture combines four two-dimensional Multi-Dimensional Long Short-term Memory Networks on rotated images. We could improve the quality of detection results on the Graz50 data set.","[Hensel, Simon; Goebbels, Steffen] Niederrhein Univ Appl Sci, Inst Pattern Recognit, Reinarzstr 49, Krefeld, Germany; [Kada, Martin] Tech Univ Berlin, Inst Geodesy & Geoinformat Sci, Kaiserin Augusta Allee 104-106, Berlin, Germany",Technical University of Berlin,"Hensel, S (corresponding author), Niederrhein Univ Appl Sci, Inst Pattern Recognit, Reinarzstr 49, Krefeld, Germany.",,,,,,,,,0,0,,,,,,,,,,,,2021,,,,,,,15,24,,10.5220/0010194400150024,http://dx.doi.org/10.5220/0010194400150024,,,,"Computer Science, Artificial Intelligence; Computer Science, Theory & Methods; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000661346500001,View Full Record in Web of Science
C,"True, J; Khan, N",,,IEEE,"True, Julian; Khan, Naimul",,,NOVEL SEGMENTATION METRICS FOR USE IN AUGMENTED REALITY ADVERTISEMENT INTEGRATION,2019 IEEE FIFTH INTERNATIONAL CONFERENCE ON MULTIMEDIA BIG DATA (BIGMM 2019),,,,Proceedings Paper,5th IEEE International Conference on Multimedia Big Data (BigMM),"SEP 11-13, 2019","Singapore, SINGAPORE",,,Image segmentation; Object detection; Semantics; Deep neural network; Augmented reality,,"A major application area for Augmented Reality (AR) is advertisement. To achieve easy advertisement integration and management for stakeholders, a quantitative semantic understanding of the world, that adheres to human perception is necessary. Current deep learning-based segmentation algorithms such as Mask R-CNN provide a mask of the real world (e.g. building facades) in a greedy manner, which, although quantitatively accurate, does not adhere to the needs of the AR advertisers for appropriate ad placement, such as ad size, mask continuity, etc. In this paper, we propose three intuitive metrics for evaluating building facade segmentation specifically for advertisement integration, namely, average discontinuity, normalized continuous area, and resolution ratio. Each of these metrics is inspired from the way advertisers may want to view segmentation results within an AR world editor, or the way users may want to experience AR advertisements. Experimental results on a test segmentation shows the importance of such intuitive metrics, where we show how an accurate placement area for a sample 2D advertisement can be easily isolated from a segmented facade using our metrics.","[True, Julian; Khan, Naimul] Ryerson Univ, Toronto, ON, Canada",Toronto Metropolitan University,"True, J (corresponding author), Ryerson Univ, Toronto, ON, Canada.",jtrue@ryerson.com; n77khan@ryerson.ca,,,,,,,,0,0,,,,,,,,,,,,2019,,,,,,,411,415,,10.1109/BigMM.2019.00071,http://dx.doi.org/10.1109/BigMM.2019.00071,,,,"Computer Science, Information Systems; Computer Science, Theory & Methods",,,,,,,,2024-01-16,WOS:000534301200058,View Full Record in Web of Science
C,"Stathopoulou, EK; Remondino, F",,"Cardaci, A; Fassi, F; Remondino, F",,"Stathopoulou, E. -K.; Remondino, F.",,,SEMANTIC PHOTOGRAMMETRY - BOOSTING IMAGE-BASED 3D RECONSTRUCTION WITH SEMANTIC LABELING,8TH INTERNATIONAL WORKSHOP 3D-ARCH: 3D VIRTUAL RECONSTRUCTION AND VISUALIZATION OF COMPLEX ARCHITECTURES,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,Proceedings Paper,8th International Workshop on 3D Virtual Reconstruction and Visualization of Complex Architectures (3D-ARCH),"FEB 06-08, 2019","Bergamo, ITALY",,,image-based 3D reconstruction; label transfer; semantic photogrammetry; dense image matching,SEGMENTATION,"Automatic semantic segmentation of images is becoming a very prominent research field with many promising and reliable solutions already available. Labelled images as input for the photogrammetric pipeline have enormous potential to improve the 3D reconstruction results. To support this argument, in this work we discuss the contribution of image semantic labelling towards image-based 3D reconstruction in photogrammetry. We experiment semantic information in various steps starting from feature matching to dense 3D reconstruction. Labelling in 2D is considered as an easier task in terms of data availability and algorithm maturity. However, since semantic labelling of all the images involved in the reconstruction may be a costly, laborious and time consuming task, we propose to use a deep learning architecture to automatically generate semantically segmented images. To this end, we have trained a Convolutional Neural Network (CNN) on historic building facade images that will be further enriched in the future. The first results of this study are promising, with an improved performance on the quality of the 3D reconstruction and the possibility to transfer the labelling results from 2D to 3D. [GRAPHICS] .","[Stathopoulou, E. -K.; Remondino, F.] Bruno Kessler Fdn FBK, 3D Opt Metrol 3DOM Unit, Trento, Italy",Fondazione Bruno Kessler,"Stathopoulou, EK (corresponding author), Bruno Kessler Fdn FBK, 3D Opt Metrol 3DOM Unit, Trento, Italy.",estathopoulou@fbk.eu; remondino@fbk.eu,,,,,,,,25,25,,,,,,,,,,,,2019,42-2,W9,,,,,685,690,,10.5194/isprs-archives-XLII-2-W9-685-2019,http://dx.doi.org/10.5194/isprs-archives-XLII-2-W9-685-2019,,,,"Geography, Physical; Remote Sensing; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000466553500094,View Full Record in Web of Science
J,"Gerber, DJ; Pantazis, E; Wang, A",,,,"Gerber, David J.; Pantazis, Evangelos; Wang, Alan",,,"A multi-agent approach for performance based architecture: Design exploring geometry, user, and environmental agencies in facades",AUTOMATION IN CONSTRUCTION,,,,Article,,,,,,Multi agent system; Design automation; Generative design systems; Agent based modeling; Performance based design,IMMERSIVE VIRTUAL ENVIRONMENTS; BUILDING PERFORMANCE; CONSTRUCTION; BEHAVIOR; SYSTEMS; TOOLS,"This paper presents research on the use of multi-agent systems (MAS) in architectural design with the goal of both improving and partially automating the design process as well as the design outcomes in terms of geometry and environmental performance. The work is based upon research on agent based Modeling and simulatitm techniques (ABMS), and the combination of analytical and optimization methods with geometric modeling and User centered design. The motivation is to render more accessible the exploration of the generative aspect of bottom up design techniques when coupled with optimization and performance criteria. The objective of the work is to develop and test a design methodology, which enables designers to explore larger sets of informed solutions by coupling design requirements and generative design techniques with validated simulations (i.e., environmental analysis) based partly on the inclusion of user light preferences early in the design process. The development of the proposed methodology and the implementation of the design system for a building facade are described, while the robustness and validity of the framework is initially tested by applying it to the generation and optimization of facade panel configurations of an office building. The results show that the MAS for design system can generate unique design configurations that perform environmentally (daylight factor analysis) better than a facade with normative facade shading. (C) 2017 Elsevier B.V. All rights reserved.","[Gerber, David J.] Univ Southern Calif, Sch Architecture, Watt Hall 204, Los Angeles, CA 90089 USA; [Gerber, David J.; Pantazis, Evangelos; Wang, Alan] Univ Southern Calif, Sonny Astani Dept Civil & Environm Engn, 3620 S Vermont Ave,KAP 217, Los Angeles, CA 90089 USA",University of Southern California; University of Southern California,"Gerber, DJ (corresponding author), Univ Southern Calif, Sch Architecture, Watt Hall 204, Los Angeles, CA 90089 USA.",dgerber@usc.edu,,,,,,,,36,38,,,,,,,,,,,APR,2017,76,,,,,,45,58,,10.1016/j.autcon.2017.01.001,http://dx.doi.org/10.1016/j.autcon.2017.01.001,,,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000394068900005,View Full Record in Web of Science
C,"Xu, Y; He, J; Tuttas, S; Stilla, U",,"Mallet, C; Paparoditis, N; Dowman, I; Elberink, SO; Raimond, AM; Rottensteiner, F; Yang, M; Christophe, S; Coltekin, A; Bredif, M",,"Xu, Y.; He, J.; Tuttas, S.; Stilla, U.",,,RECONSTRUCTION OF SCAFFOLDING COMPONENTS FROM PHOTOGRAMMETRIC POINT CLOUDS OF A CONSTRUCTION SITE,ISPRS GEOSPATIAL WEEK 2015,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,Proceedings Paper,ISPRS Geospatial Week,"SEP 28-OCT 03, 2015","La Grande Motte, FRANCE",,,Scaffolding components; Photogrammetric point clouds; 3D shape descriptor; Object recognition; Object modelling,OBJECT MAPS; LIDAR,"This paper presents a data-driven workflow for the detection of scaffolding components from point clouds. The points belonging to the scaffolding components are identified and separated from the main building structures and two basic elements, namely the toeboard and the tube, are reconstructed. The workflow has four main processing steps. Firstly, the raw point clouds are preprocessed by statistical filtering and voxel girding. In the second step, the planar surfaces of the building surface and scaffoldings are extracted via RANSAC and then grouped by their parallelity and distance to separate the building facade. In the third step, the 3D shape descriptor FPFH and random forest classification algorithm are applied to classify the point data of building facades into classes belonging to different elements. Finally, by the use of linear fitting algorithm and matching using SHOT shape descriptor, the tubes and toeboards are reconstructed with their geometric parameters. It is shown that the points belonging to these objects are identified and then reconstructed with cylinder and cuboid models. The final results show that over 60% of the tubes and nearly 90% of the toeboards are reconstructed in the investigated facade, and more than 40% of the reconstructed objects are well rebuilt.","[Xu, Y.; He, J.; Tuttas, S.; Stilla, U.] Tech Univ Munich, Photogrammetry & Remote Sensing, D-80333 Munich, Germany; [He, J.] Wuhan Univ, Sch Resources & Environm Sci, Wuhan, Peoples R China; [Xu, Y.] Tongji Univ, Coll Surveying & Geoinformat, Shanghai 200092, Peoples R China",Technical University of Munich; Wuhan University; Tongji University,"Xu, Y (corresponding author), Tech Univ Munich, Photogrammetry & Remote Sensing, D-80333 Munich, Germany.",yusheng.xu@tum.de; sebastian.tuttas@tum.de; stilla@tum.de,,,,,,,,6,6,,,,,,,,,,,,2015,II-3,W5,,,,,401,408,,10.5194/isprsannals-II-3-W5-401-2015,http://dx.doi.org/10.5194/isprsannals-II-3-W5-401-2015,,,,"Geography, Physical; Remote Sensing; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000382326300054,View Full Record in Web of Science
J,"Yang, JJ; Pantazaras, A; Lee, SE; Santamouris, M",,,,"Yang, Junjing; Pantazaras, Alexandros; Lee, Siew Eang; Santamouris, Mattheos",,,Retrofitting solutions for two different occupancy levels of educational buildings in tropics,INTERNATIONAL JOURNAL OF SUSTAINABLE ENERGY,,,,Article,,,,,,Educational building; retrofitting; energy consumption; simulation,ARTIFICIAL NEURAL-NETWORKS; ENERGY-CONSUMPTION; MODEL; METHODOLOGY; VENTILATION; SIMULATION; PREDICTION,"Within the multi-functionality of educational buildings, the energy conservation potential can be very different. In addition, among different retrofitting solutions investigated involving interventions on the building envelope, ventilation strategies, artificial lighting systems as well as equipment upgrading, different saving potential would come from different aspects. The opportunities for energy saving potential from the overall point of view and from the detailed aspect view of different retrofitting solutions would be very useful and important for building renovation decision making. This study presents a detailed retrofitting study of two different educational buildings. One represents a building with average occupancy variation and containing mainly offices and labs. The other one represents a building with high occupancy variation and containing mainly lecture rooms and studios. This comparison of the results gives an idea of the different energy saving potential for different types of educational buildings. Principal component analysis is also adopted to investigate the detailed performance of one of the buildings which is influenced stronger by these retrofitting solutions.","[Yang, Junjing; Pantazaras, Alexandros; Lee, Siew Eang; Santamouris, Mattheos] Natl Univ Singapore, Dept Bldg, Singapore, Singapore; [Santamouris, Mattheos] Univ Athens, Dept Civil, Phys Dept, Athinon, Greece",National University of Singapore; National & Kapodistrian University of Athens,"Yang, JJ (corresponding author), Natl Univ Singapore, Dept Bldg, Singapore, Singapore.",bdgyj@nus.edu.sg,,,,,,,,3,3,,,,,,,,,,,,2018,37,1,,,,,81,95,,10.1080/14786451.2016.1177052,http://dx.doi.org/10.1080/14786451.2016.1177052,,,,Energy & Fuels,,,,,,,,2024-01-16,WOS:000428736600006,View Full Record in Web of Science
J,"Abediniangerabi, B; Makhmalbaf, A; Shahandashti, M",,,,"Abediniangerabi, B.; Makhmalbaf, A.; Shahandashti, M.",,,Estimating energy savings of ultra-high-performance fibre-reinforced concrete facade panels at the early design stage of buildings using gradient boosting machines,ADVANCES IN BUILDING ENERGY RESEARCH,,,,Article,,,,,,Early-stage energy savings estimation; building facade systems; building energy savings; predictive models; tree models; gradient boosting machines,ARTIFICIAL NEURAL-NETWORK; CONSUMPTION; PREDICTION; MODELS,"The selection of an energy-efficient building facade system, as one of the most important early-stage design decisions, plays a crucial role in reducing building energy use by controlling heat transmission between outdoor and indoor environments. This paper aims to evaluate the feasibility and applicability of gradient boosting machines in estimating the energy savings of different facade alternatives in the early-stage design of building facades. The energy performance of two competing facade systems was estimated for different scenarios using building energy simulations (i.e. EnergyPlus (TM)). Three gradient boosting machines were developed based on the data collected from the simulation of thirteen building types in fifteen different locations (i.e. 195 scenarios). The prediction performance of gradient boosting models was compared with the building energy simulation results of two new building models that were not used in the database development phase to validate the models. Moreover, the prediction power of the trained gradient boosting models was compared with three common prediction models (i.e. Artificial Neural Networks, Random Forest, and Generalized Linear Regression) based on several performance metrics. The results showed the superiority of gradient boosting machines over other models in estimating total site energy savings, heating energy savings, and buildings' cooling energy savings.","[Abediniangerabi, B.] Texas A&M Univ Commerce, Dept Engn & Technol, Commerce, TX USA; [Makhmalbaf, A.] Univ Texas Arlington, Sch Architecture, Arlington, TX 76019 USA; [Shahandashti, M.] Univ Texas Arlington, Dept Civil Engn, Arlington, TX 76019 USA",Texas A&M University System; Texas A&M University Commerce; University of Texas System; University of Texas Arlington; University of Texas System; University of Texas Arlington,"Abediniangerabi, B (corresponding author), Univ Texas Arlington, Dept Civil Engn, 416 S Yates St, Arlington, TX 76010 USA.",bahram.abediniangerabi@uta.edu,,,,,,,,4,5,,,,,,,,,,,JUL 4,2022,16,4,,,,,542,567,,10.1080/17512549.2021.2011410,http://dx.doi.org/10.1080/17512549.2021.2011410,,DEC 2021,,Construction & Building Technology,,,,,,,,2024-01-16,WOS:000725431000001,View Full Record in Web of Science
J,"Tran, TH; Hoang, ND",,,,Thu-Hien Tran; Nhat-Duc Hoang,,,Predicting algal appearance on mortar surface with ensembles of adaptive neuro fuzzy models: a comparative study of ensemble strategies,INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS,,,,Article,,,,,,Algal appearance; Building maintenance; ANFIS; Ensemble learning; Soft computing; Machine learning,INFERENCE SYSTEM; ROTATION FOREST; COLONIZATION; PERFORMANCE; SELECTION; FACADES; GROWTH,"Algal colonization on building facades causes paint defects, structural damages, and adverse effects on the health of occupants. Building managers need to be better informed about the status of the facade to develop effective maintenance programs. This study proposes a soft computing approach for predicting the appearance of algae on building facade with mortar cladding. The proposed approach is established by ensembles of Adaptive neuro fuzzy inference system, named as ANFIS-ESM, with random subspace (RSE), adaptive boosting (AdaBoost), random linear oracle (RLO), and stacking (STE) strategies. An experimental dataset which consists of 510 historical records and 12 conditioning factors has been collected for this research. Pre-training and post-training analyses on the importance of factors have also been performed by means of mutual information, ReliefF, and Fourier amplitude sensitivity test. Importantly, experimental results point out that STE strategy has attained the most accurate outcome with a classification accuracy rate (CAR) of 87.76% and an area under the curve (AUC) of 0.91. Moreover, the proposed ensemble framework has outperformed other benchmark models including the support vector machine, the random forest, and the rotation forest. Therefore, ANFIS-ESM is a promising tool to assist building managers in establishing maintenance programs.","[Thu-Hien Tran; Nhat-Duc Hoang] Duy Tan Univ, Fac Civil Engn, Inst Res & Dev, 03 Quang Trung, Da Nang, Vietnam",Duy Tan University,"Hoang, ND (corresponding author), Duy Tan Univ, Fac Civil Engn, Inst Res & Dev, 03 Quang Trung, Da Nang, Vietnam.",tranthuhien197@gmail.com; hoangnhatduc@dtu.edu.vn,,,,,,,,8,9,,,,,,,,,,,JUL,2019,10,7,,,,,1687,1704,,10.1007/s13042-018-0846-1,http://dx.doi.org/10.1007/s13042-018-0846-1,,,,"Computer Science, Artificial Intelligence",,,,,,,,2024-01-16,WOS:000472062000009,View Full Record in Web of Science
J,"Nishida, G; Garcia-Dorado, I; Aliaga, DG; Benes, B; Bousseau, A",,,,"Nishida, Gen; Garcia-Dorado, Ignacio; Aliaga, Daniel G.; Benes, Bedrich; Bousseau, Adrien",,,Interactive Sketching of Urban Procedural Models,ACM TRANSACTIONS ON GRAPHICS,,,,Article; Proceedings Paper,ACM SIGGRAPH Conference,"JUL 24-28, 2016","Anaheim, CA",,,Inverse Procedural Modeling; Sketching; Machine Learning,3D OBJECT; DESIGN; RECONSTRUCTION; NETWORKS,"3D modeling remains a notoriously difficult task for novices despite significant research effort to provide intuitive and automated systems. We tackle this problem by combining the strengths of two popular domains: sketch-based modeling and procedural modeling. On the one hand, sketch-based modeling exploits our ability to draw but requires detailed, unambiguous drawings to achieve complex models. On the other hand, procedural modeling automates the creation of precise and detailed geometry but requires the tedious definition and parameterization of procedural models. Our system uses a collection of simple procedural grammars, called snippets, as building blocks to turn sketches into realistic 3D models. We use a machine learning approach to solve the inverse problem of finding the procedural model that best explains a user sketch. We use nonphotorealistic rendering to generate artificial data for training convolutional neural networks capable of quickly recognizing the procedural rule intended by a sketch and estimating its parameters. We integrate our algorithm in a coarse-to-fine urban modeling system that allows users to create rich buildings by successively sketching the building mass, roof, facades, windows, and ornaments. A user study shows that by using our approach non-expert users can generate complex buildings in just a few minutes.","[Nishida, Gen; Garcia-Dorado, Ignacio; Aliaga, Daniel G.; Benes, Bedrich] Purdue Univ, W Lafayette, IN 47907 USA; [Bousseau, Adrien] Inria, Rocquencourt, France",Purdue University System; Purdue University; Purdue University West Lafayette Campus; Inria,"Nishida, G (corresponding author), Purdue Univ, W Lafayette, IN 47907 USA.",,,,,,,,,93,107,,,,,,,,,,,JUL,2016,35,4,,,,,,,130,10.1145/2897824.2925951,http://dx.doi.org/10.1145/2897824.2925951,,,,"Computer Science, Software Engineering",,,,,,,,2024-01-16,WOS:000380112400100,View Full Record in Web of Science
J,"Zhao, J; Yuan, XL; Duan, YQ; Li, HA; Liu, DH",,,,"Zhao, Jing; Yuan, Xiulian; Duan, Yaoqi; Li, Haonan; Liu, Dehan",,,An artificial intelligence (AI)-driven method for forecasting cooling and heating loads in office buildings by integrating building thermal load characteristics,JOURNAL OF BUILDING ENGINEERING,,,,Article,,,,,,Building thermal load characteristics; Artificial intelligence; Sensitivity analysis; Resistance -capacitance; Dynamic bayesian network,NEURAL-NETWORK; ENERGY-CONSUMPTION; COMMERCIAL BUILDINGS; MODEL; VALIDATION; SIMULATION; REGRESSION; DEMAND; HYBRID; ALGORITHM,"Due to the thermal inertia of building envelope and random uncertainty of occupant behaviors, real-time and accurate forecasting for building cooling and heating loads is not easy to imple-ment. It requires not only favorable modeling methods, but also attention to the intrinsic cause analysis of loads. However, most previous studies have focused more on the improvement of forecasting algorithms, lacking the comprehensive analysis and scientific research from the load formation mechanism. To address this, a novel artificial intelligence (AI)-driven forecasting method integrating building thermal load characteristics, is proposed. This modeling approach takes into account both strong reflection ability of resistance-capacitance (RC) for the thermo-physical characteristics of building envelope and the superior handling capability of dynamic Bayesian network (DBN) for occupant uncertainties. Therewith, the independent building enve-lope model and occupant behavior model are established. Coupling the predicted values of these two sub-models, the building total load forecasting model is established using fuzzy radial basis function (RBF) neural network. A case study of an office building in Tianjin is utilized to validate the proposed method, revealing excellent predictive performance for both the sub-models and the total load model. The proposed method can effectively predict thermal load both from the for-mation mechanism of internal and external disturbances. It was found that the AI-driven model incorporating building thermal load characteristics, achieves significantly higher precision compared to the general data-driven model, with a reduction of 14.74% in coefficient of variation of root mean squared error in summer and 59.78% in winter.","[Zhao, Jing; Yuan, Xiulian; Duan, Yaoqi; Li, Haonan; Liu, Dehan] Tianjin Univ, Sch Environm Sci & Engn, Tianjin Key Lab Built Environm & Energy Applicat, Tianjin 300072, Peoples R China",Tianjin University,"Zhao, J (corresponding author), Tianjin Univ, Sch Environm Sci & Engn, Tianjin Key Lab Built Environm & Energy Applicat, Tianjin 300072, Peoples R China.",zhaojing@tju.edu.cn,,,,,,,,0,0,,,,,,,,,,,NOV 15,2023,79,,,,,,,,107855,10.1016/j.jobe.2023.107855,http://dx.doi.org/10.1016/j.jobe.2023.107855,,OCT 2023,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:001087052400001,View Full Record in Web of Science
